55.40;18.30;17.63;2003
54.70;18.30;17.61;4008
54.30;18.20;17.49;6013
54.10;18.30;17.60;8018
54.10;18.30;17.60;10023
53.80;18.20;17.48;12028
53.70;18.30;17.59;14033
53.70;18.30;17.59;16038
53.70;18.30;17.59;18042
53.80;18.30;17.59;20047
53.80;18.30;17.59;22052
53.70;18.20;17.48;24057
53.50;18.20;17.47;26062
53.40;18.30;17.58;28067
53.40;18.30;17.58;30072
53.50;18.30;17.58;32077
53.70;18.20;17.48;34083
53.70;18.30;17.59;36088
53.50;18.30;17.58;38093
53.30;18.30;17.58;40098
53.10;18.30;17.57;42102
53.10;18.20;17.46;44107
53.00;18.30;17.57;46112
53.10;18.30;17.57;48117
54.10;18.30;17.60;50122
54.40;18.20;17.50;52128
54.20;18.30;17.60;54133
54.00;18.30;17.60;56138
53.70;18.30;17.59;58143
53.70;18.30;17.59;60148
53.70;18.30;17.59;62152
53.70;18.30;17.59;64157
53.60;18.30;17.58;66162
53.50;18.30;17.58;68167
53.30;18.30;17.58;70172
53.30;18.30;17.58;72177
53.10;18.20;17.46;74182
53.00;18.30;17.57;76187
52.80;18.20;17.45;78191
52.60;18.20;17.45;80196
52.70;18.30;17.56;82201
52.90;18.30;17.57;84206
53.00;18.30;17.57;86212
53.20;18.30;17.57;88217
53.40;18.30;17.58;90222
